orderNumber,orderDate,arrivalDate,email,orderStatus,shipType,shipPrice,total order price,isLate,warehouseID
776,2/7/2021,5/7/2021,efassmann6r@sohu.com,Complete,Fast,$10 ,$98 ,0,7
777,18/07/2021,25/07/2021,cmeric1p@netvibes.com,Complete,Regular,$5 ,"$2,000 ",0,2
778,26/02/2023,7/3/2023,lcaudwell2b@technorati.com,Complete,Regular,$5 ,"$2,064 ",0,1
779,27/03/2023,3/4/2023,mdopsond@scribd.com,Complete,Regular,$5 ,$422 ,0,7
780,1/11/2022,13/11/2022,kmcilory6j@archive.org,Cancelled,Regular,$5 ,$419 ,1,5
781,1/5/2023,2/5/2023,avanderhoog24@myspace.com,Complete,Fast,$10 ,$655 ,0,6
782,20/07/2022,23/07/2022,bborne3b@photobucket.com,Complete,Fast,$10 ,"$1,513 ",0,2
783,11/10/2021,16/10/2021,bhearthfield2t@squarespace.com,Complete,Regular,$5 ,$291 ,0,1
784,24/06/2020,4/7/2020,lsawforde10@microsoft.com,Complete,Regular,$5 ,"$1,656 ",1,2
785,29/08/2020,1/9/2020,hmcvee5c@usgs.gov,Complete,Fast,$10 ,$722 ,0,3
786,26/02/2023,7/3/2023,hleirmonth1q@theglobeandmail.com,Complete,Regular,$5 ,$502 ,0,6
787,28/02/2023,11/3/2023,nloosmore1f@un.org,Refund,Regular,$5 ,"$1,446 ",1,3
788,18/07/2021,22/07/2021,smckerley18@whitehouse.gov,Complete,Regular,$5 ,$326 ,0,2
789,24/04/2022,27/04/2022,jasch2m@myspace.com,Complete,Fast,$10 ,$115 ,0,7
790,14/04/2022,23/04/2022,aharmson4j@reverbnation.com,Complete,Regular,$5 ,$769 ,0,2
791,15/05/2021,20/05/2021,owheatleys@free.fr,Complete,Regular,$5 ,$56 ,0,1
792,15/10/2021,20/10/2021,fjozefowicz4h@hibu.com,Complete,Regular,$5 ,"$2,800 ",0,1
793,30/01/2022,31/01/2022,wlait22@bloglovin.com,Complete,Fast,$10 ,$638 ,0,5
794,23/10/2022,28/10/2022,rmacklinm@mit.edu,Complete,Regular,$5 ,"$1,563 ",0,7
795,13/03/2022,26/03/2022,rmccuthais1i@sciencedirect.com,Cancelled,Regular,$5 ,$495 ,1,2
796,18/03/2022,26/03/2022,blong5z@examiner.com,Complete,Regular,$5 ,"$1,156 ",0,7
797,9/2/2021,15/02/2021,rbeckinsale5t@tamu.edu,Complete,Regular,$5 ,"$1,947 ",0,2
798,25/01/2023,3/2/2023,sdear6v@bizjournals.com,Complete,Regular,$5 ,"$1,451 ",0,2
799,20/08/2020,23/08/2020,fmacclayh@ted.com,Complete,Regular,$5 ,"$1,668 ",0,7
800,2/7/2022,9/7/2022,cluxon5j@posterous.com,Complete,Regular,$5 ,"$3,120 ",0,2
801,4/9/2021,12/9/2021,sdear6v@bizjournals.com,Complete,Regular,$5 ,$367 ,0,2
802,14/03/2022,28/03/2022,palelsandrovich3t@mlb.com,Cancelled,Regular,$5 ,$93 ,1,5
803,9/2/2023,18/02/2023,agummaryn@hatena.ne.jp,Complete,Regular,$5 ,$205 ,0,5
804,6/8/2022,17/08/2022,rjacobsohn5l@discuz.net,Refund,Regular,$5 ,"$5,582 ",1,1
805,25/01/2021,3/2/2021,dduggon57@geocities.jp,Complete,Regular,$5 ,$305 ,0,4
806,5/3/2022,18/03/2022,lmarcum5g@weather.com,Refund,Regular,$5 ,"$1,221 ",1,5
807,25/10/2022,8/11/2022,rbolland16@state.tx.us,Cancelled,Regular,$5 ,$439 ,1,1
808,16/05/2021,23/05/2021,epenrice64@aboutads.info,Complete,Regular,$5 ,"$1,816 ",0,6
809,11/8/2021,14/08/2021,ssimeoni1b@cbslocal.com,Complete,Regular,$5 ,$432 ,0,6
810,17/08/2020,28/08/2020,bmartinho2d@wikia.com,Refund,Regular,$5 ,"$1,989 ",1,7
811,30/12/2022,7/1/2023,rsherbrooke4e@unesco.org,Complete,Regular,$5 ,"$1,978 ",0,7
812,11/2/2023,20/02/2023,mwormell6p@typepad.com,Complete,Regular,$5 ,$79 ,0,1
813,30/08/2022,13/09/2022,pbondesen4q@ebay.co.uk,Cancelled,Regular,$5 ,$722 ,1,1
814,27/02/2023,7/3/2023,fcoldham27@ted.com,Complete,Regular,$5 ,$997 ,0,1
815,23/12/2022,5/1/2023,bcausier46@php.net,Cancelled,Regular,$5 ,$543 ,1,7
816,6/6/2021,12/6/2021,abragger6e@usatoday.com,Complete,Regular,$5 ,$169 ,0,2
817,2/7/2021,14/07/2021,gbanford9@so-net.ne.jp,Refund,Regular,$5 ,$157 ,1,6
818,6/9/2020,15/09/2020,lmarcum5g@weather.com,Complete,Regular,$5 ,"$1,586 ",0,3
819,15/03/2021,25/03/2021,gdesaur2p@businesswire.com,Complete,Regular,$5 ,$449 ,1,1
820,28/01/2023,10/2/2023,evasyuchov3c@gnu.org,Refund,Regular,$5 ,$343 ,1,3
821,12/6/2022,24/06/2022,lbonnesen6x@scientificamerican.com,Cancelled,Regular,$5 ,$164 ,1,7
822,24/10/2022,30/10/2022,jlidgerton4l@omniture.com,Complete,Regular,$5 ,"$2,157 ",0,2
823,11/6/2022,18/06/2022,nhiland4w@state.gov,Complete,Regular,$5 ,$28 ,0,2
824,31/12/2021,9/1/2022,hpotapczuk1e@yandex.ru,Complete,Regular,$5 ,$847 ,0,1
825,17/04/2021,21/04/2021,gcrafts60@diigo.com,Complete,Regular,$5 ,$47 ,0,3
826,24/09/2021,4/10/2021,gteodoro4f@lulu.com,Complete,Regular,$5 ,$82 ,1,1
827,18/06/2020,24/06/2020,awenderott48@hc360.com,Complete,Regular,$5 ,"$1,996 ",0,6
828,31/12/2022,10/1/2023,jlidgerton4l@omniture.com,Complete,Regular,$5 ,"$1,104 ",1,1
829,15/01/2021,25/01/2021,kvoules4v@unblog.fr,Complete,Regular,$5 ,"$1,151 ",1,2
830,23/10/2022,4/11/2022,tfoch5w@pbs.org,Cancelled,Regular,$5 ,"$4,734 ",1,5
831,21/05/2021,23/05/2021,ssimeoni1b@cbslocal.com,Complete,Fast,$10 ,$340 ,0,3
832,25/08/2020,27/08/2020,ssarjant35@va.gov,Complete,Regular,$5 ,$252 ,0,2
833,22/03/2023,28/03/2023,aleidecker29@army.mil,Complete,Regular,$5 ,$913 ,0,3
834,13/09/2022,17/09/2022,kloftie3l@archive.org,Complete,Regular,$5 ,$447 ,0,2
835,9/1/2022,12/1/2022,egerrit4n@homestead.com,Complete,Fast,$10 ,"$1,749 ",0,2
836,9/11/2021,16/11/2021,bartingstall44@live.com,Complete,Regular,$5 ,$423 ,0,2
837,7/7/2020,8/7/2020,gbispo17@washingtonpost.com,Complete,Regular,$5 ,$328 ,0,3
838,12/2/2023,20/02/2023,whindenburg1m@fc2.com,Complete,Regular,$5 ,$59 ,0,7
839,28/07/2022,10/8/2022,cluxon5j@posterous.com,Refund,Regular,$5 ,$54 ,1,7
840,26/11/2020,27/11/2020,lthandi3@mozilla.org,Complete,Regular,$5 ,$782 ,0,2
841,8/1/2023,17/01/2023,dstickells5b@hugedomains.com,Complete,Regular,$5 ,$907 ,0,6
842,3/2/2021,5/2/2021,lmarcum5g@weather.com,Complete,Regular,$5 ,$940 ,0,7
843,25/03/2023,26/03/2023,dbentick4x@yale.edu,Complete,Regular,$5 ,"$3,092 ",0,1
844,27/12/2020,2/1/2021,abragger6e@usatoday.com,Complete,Regular,$5 ,"$2,875 ",0,1
845,14/08/2021,23/08/2021,lbonnar1@mac.com,Complete,Regular,$5 ,$930 ,0,2
846,30/09/2020,6/10/2020,fdechelle58@quantcast.com,Complete,Regular,$5 ,"$3,644 ",0,2
847,7/1/2021,18/01/2021,lbonnar1@mac.com,Cancelled,Regular,$5 ,"$1,598 ",1,2
848,21/08/2021,2/9/2021,epainswick4r@de.vu,Cancelled,Regular,$5 ,$701 ,1,7
849,16/07/2020,20/07/2020,speddar4o@time.com,Complete,Regular,$5 ,"$1,519 ",0,2
850,5/11/2020,11/11/2020,bnewlands62@networksolutions.com,Complete,Regular,$5 ,"$4,350 ",0,7
851,8/9/2021,21/09/2021,jniblo2h@walmart.com,Refund,Regular,$5 ,"$1,813 ",1,5
852,17/05/2021,28/05/2021,cmotion3e@skyrock.com,Refund,Regular,$5 ,"$4,912 ",1,6
853,23/02/2023,3/3/2023,lcaudwell2b@technorati.com,Complete,Regular,$5 ,"$1,748 ",0,6
854,21/06/2022,25/06/2022,lcorringtoni@shareasale.com,Complete,Regular,$5 ,"$1,670 ",0,7
855,29/11/2020,10/12/2020,aclulow3u@usa.gov,Cancelled,Regular,$5 ,"$4,715 ",1,2
856,20/03/2023,24/03/2023,jniblo2h@walmart.com,Complete,Regular,$5 ,"$1,841 ",0,7
857,21/06/2021,28/06/2021,tstracey39@blogspot.com,Complete,Regular,$5 ,"$1,482 ",0,1
858,3/8/2020,15/08/2020,rbrimilcombe2o@lycos.com,Refund,Regular,$5 ,$110 ,1,1
859,12/3/2021,20/03/2021,bsivills3k@yellowbook.com,Complete,Regular,$5 ,$621 ,0,4
860,5/8/2020,18/08/2020,imacduffie3h@goodreads.com,Refund,Regular,$5 ,"$4,043 ",1,6
861,26/12/2022,8/1/2023,lskarman4y@cbslocal.com,Cancelled,Regular,$5 ,"$3,077 ",1,2
862,6/7/2022,18/07/2022,mdopsond@scribd.com,Refund,Regular,$5 ,$19 ,1,1
863,22/08/2022,2/9/2022,sjaycox6s@google.es,Cancelled,Regular,$5 ,"$3,826 ",1,7
864,9/1/2023,16/01/2023,lbonnar1@mac.com,Complete,Regular,$5 ,$91 ,0,1
865,12/6/2022,19/06/2022,cmotion3e@skyrock.com,Complete,Regular,$5 ,"$1,446 ",0,6
866,4/7/2022,18/07/2022,fdechelle58@quantcast.com,Refund,Regular,$5 ,$801 ,1,4
867,4/1/2022,8/1/2022,kwey6g@webeden.co.uk,Complete,Regular,$5 ,"$1,611 ",0,2
868,3/9/2022,9/9/2022,rbolland16@state.tx.us,Complete,Regular,$5 ,$449 ,0,7
869,14/09/2021,18/09/2021,bartingstall44@live.com,Complete,Regular,$5 ,"$1,058 ",0,6
870,14/06/2021,21/06/2021,lwebbyo@spiegel.de,Complete,Regular,$5 ,"$1,253 ",0,6
871,15/11/2022,23/11/2022,eparradine34@thetimes.co.uk,Complete,Regular,$5 ,$343 ,0,1
872,3/4/2023,9/4/2023,tglenister25@wikimedia.org,Complete,Regular,$5 ,"$2,525 ",0,2
873,3/2/2022,12/2/2022,wfretwell5x@ask.com,Complete,Regular,$5 ,$430 ,0,1
874,11/5/2020,14/05/2020,vsevin53@typepad.com,Complete,Fast,$10 ,$288 ,0,2
875,9/1/2023,17/01/2023,lbonnesen6x@scientificamerican.com,Complete,Regular,$5 ,"$1,250 ",0,7
876,23/11/2020,4/12/2020,kloftie3l@archive.org,Cancelled,Regular,$5 ,"$3,272 ",1,7
877,7/4/2021,13/04/2021,cmatiashvili1r@senate.gov,Complete,Regular,$5 ,$342 ,0,1
878,14/08/2021,21/08/2021,dduggon57@geocities.jp,Complete,Regular,$5 ,"$1,194 ",0,6
879,3/11/2022,14/11/2022,gwondraschek2s@delicious.com,Refund,Regular,$5 ,"$1,351 ",1,7
880,1/5/2022,15/05/2022,epainswick4r@de.vu,Refund,Regular,$5 ,$95 ,1,5
881,6/1/2023,15/01/2023,lwebbyo@spiegel.de,Complete,Regular,$5 ,"$2,864 ",0,2
882,22/01/2022,1/2/2022,ksambrookx@amazon.com,Complete,Regular,$5 ,$784 ,1,5
883,23/07/2020,30/07/2020,mdopsond@scribd.com,Complete,Regular,$5 ,$644 ,0,1
884,20/03/2023,31/03/2023,cchown4z@dmoz.org,Cancelled,Regular,$5 ,$967 ,1,7
885,14/11/2020,23/11/2020,avanderhoog24@myspace.com,Complete,Regular,$5 ,"$3,284 ",0,5
886,26/04/2021,28/04/2021,nector4m@noaa.gov,Complete,Regular,$5 ,"$2,855 ",0,7
887,3/11/2020,17/11/2020,tgally6f@cafepress.com,Refund,Regular,$5 ,"$1,381 ",1,2
888,20/10/2021,26/10/2021,ewadie2v@yelp.com,Complete,Regular,$5 ,$986 ,0,5
889,27/02/2021,4/3/2021,cmoreingv@army.mil,Complete,Regular,$5 ,$296 ,0,6
890,28/08/2020,2/9/2020,oimm2q@dropbox.com,Complete,Regular,$5 ,"$1,896 ",0,7
891,3/2/2023,13/02/2023,owheatleys@free.fr,Complete,Regular,$5 ,$762 ,1,1
892,12/5/2022,26/05/2022,btatam3g@cpanel.net,Refund,Regular,$5 ,$580 ,1,6
893,9/4/2023,10/4/2023,ebensusan13@bandcamp.com,Complete,Fast,$10 ,"$2,711 ",0,2
894,1/3/2023,14/03/2023,kbrennenstuhl36@earthlink.net,Refund,Regular,$5 ,"$1,992 ",1,5
895,4/9/2022,12/9/2022,kboolsen5f@engadget.com,Complete,Regular,$5 ,$229 ,0,1
896,19/05/2022,23/05/2022,jlewton1n@goodreads.com,Complete,Regular,$5 ,$94 ,0,2
897,26/12/2020,27/12/2020,cdowney3d@berkeley.edu,Complete,Fast,$10 ,$46 ,0,5
898,16/09/2021,30/09/2021,rhadwinp@ox.ac.uk,Refund,Regular,$5 ,$313 ,1,1
899,27/12/2022,1/1/2023,ngreasley5@nsw.gov.au,Complete,Regular,$5 ,"$2,599 ",0,5
900,6/1/2023,14/01/2023,ghollows4d@walmart.com,Complete,Regular,$5 ,"$1,231 ",0,1
901,25/04/2021,9/5/2021,aharmson4j@reverbnation.com,Refund,Regular,$5 ,"$1,716 ",1,2
902,15/04/2022,26/04/2022,bdobney2@deviantart.com,Refund,Regular,$5 ,$955 ,1,6
903,26/05/2020,2/6/2020,hmcvee5c@usgs.gov,Complete,Regular,$5 ,$662 ,0,5
904,1/2/2022,5/2/2022,smacdiarmid1g@pagesperso-orange.fr,Complete,Regular,$5 ,$675 ,0,1
905,27/10/2022,31/10/2022,mhuwsr@mit.edu,Complete,Regular,$5 ,$145 ,0,7
906,26/11/2020,5/12/2020,jlidgerton4l@omniture.com,Complete,Regular,$5 ,$176 ,0,1
907,11/5/2020,16/05/2020,jasch2m@myspace.com,Complete,Regular,$5 ,"$4,841 ",0,7
908,23/03/2022,6/4/2022,atapton5v@dot.gov,Refund,Regular,$5 ,"$4,088 ",1,2
909,2/2/2023,8/2/2023,rskinner6l@sbwire.com,Complete,Regular,$5 ,$872 ,0,7
910,12/9/2021,24/09/2021,jreichert5a@state.gov,Cancelled,Regular,$5 ,"$3,172 ",1,2
911,23/12/2020,29/12/2020,mdyball19@ustream.tv,Complete,Regular,$5 ,$322 ,0,5
912,18/03/2023,28/03/2023,nmccaughen42@columbia.edu,Complete,Regular,$5 ,"$1,385 ",1,2
913,9/5/2023,13/05/2023,gdesaur2p@businesswire.com,Complete,Regular,$5 ,$871 ,0,6
914,30/01/2021,9/2/2021,rjacobsohn5l@discuz.net,Complete,Regular,$5 ,"$1,527 ",1,3
915,30/01/2023,10/2/2023,edoblin5m@networksolutions.com,Refund,Regular,$5 ,$914 ,1,5
916,31/05/2020,5/6/2020,nhiland4w@state.gov,Complete,Regular,$5 ,$367 ,0,7
917,14/04/2022,24/04/2022,cmoreingv@army.mil,Complete,Regular,$5 ,"$1,559 ",1,1
918,25/07/2021,26/07/2021,rhadwinp@ox.ac.uk,Complete,Fast,$10 ,"$2,179 ",0,2
919,18/05/2022,30/05/2022,fmacclayh@ted.com,Cancelled,Regular,$5 ,"$1,131 ",1,1
920,21/07/2020,29/07/2020,hbacke47@scientificamerican.com,Complete,Regular,$5 ,"$1,692 ",0,1
921,25/01/2021,5/2/2021,jpettus5p@independent.co.uk,Cancelled,Regular,$5 ,$92 ,1,6
922,15/03/2021,18/03/2021,ashillito26@marketwatch.com,Complete,Regular,$5 ,$46 ,0,1
923,6/2/2023,11/2/2023,bkelberman4g@loc.gov,Complete,Regular,$5 ,"$2,167 ",0,1
924,17/05/2020,30/05/2020,egauthorpp38@tuttocitta.it,Refund,Regular,$5 ,"$2,243 ",1,2
925,7/8/2021,11/8/2021,bmartinho2d@wikia.com,Complete,Regular,$5 ,"$1,809 ",0,7
926,1/5/2021,4/5/2021,fstallybrass4@blogger.com,Complete,Fast,$10 ,$629 ,0,1
927,21/09/2022,1/10/2022,bbalcers3j@nymag.com,Complete,Regular,$5 ,"$2,045 ",1,5
928,15/10/2022,21/10/2022,rmitchenson1a@mysql.com,Complete,Regular,$5 ,"$4,072 ",0,6
929,19/06/2020,21/06/2020,hbacke47@scientificamerican.com,Complete,Fast,$10 ,$251 ,0,6
930,25/12/2022,27/12/2022,cmoreingv@army.mil,Complete,Fast,$10 ,$332 ,0,5
931,12/9/2020,15/09/2020,nmccaughen42@columbia.edu,Complete,Fast,$10 ,$569 ,0,4
932,18/07/2022,19/07/2022,ebensusan13@bandcamp.com,Complete,Regular,$5 ,$355 ,0,7
933,7/3/2021,11/3/2021,smacdiarmid1g@pagesperso-orange.fr,Complete,Regular,$5 ,"$2,373 ",0,2
934,25/03/2021,28/03/2021,lord5e@odnoklassniki.ru,Complete,Fast,$10 ,"$1,309 ",0,7
935,24/02/2022,3/3/2022,ddykins68@sciencedaily.com,Complete,Regular,$5 ,"$2,168 ",0,7
936,2/3/2021,16/03/2021,bdobney2@deviantart.com,Refund,Regular,$5 ,"$2,478 ",1,6
937,30/07/2020,3/8/2020,kbrennenstuhl36@earthlink.net,Complete,Regular,$5 ,$234 ,0,5
938,14/10/2022,28/10/2022,blong5z@examiner.com,Cancelled,Regular,$5 ,$805 ,1,1
939,17/05/2020,28/05/2020,bchrstine65@bluehost.com,Cancelled,Regular,$5 ,"$1,005 ",1,6
940,22/05/2021,25/05/2021,rhadwinp@ox.ac.uk,Complete,Regular,$5 ,"$2,078 ",0,2
941,26/04/2021,30/04/2021,fdurrington2r@whitehouse.gov,Complete,Regular,$5 ,"$2,209 ",0,6
942,26/05/2022,6/6/2022,frichford1h@wired.com,Cancelled,Regular,$5 ,"$2,514 ",1,2
943,17/06/2021,27/06/2021,ecable2k@taobao.com,Complete,Regular,$5 ,"$2,594 ",1,1
944,21/09/2020,22/09/2020,dthrustle50@chronoengine.com,Complete,Regular,$5 ,$23 ,0,7
945,17/05/2021,28/05/2021,avanderhoog24@myspace.com,Refund,Regular,$5 ,$656 ,1,7
946,1/8/2022,7/8/2022,ahallbord6o@uiuc.edu,Complete,Regular,$5 ,"$3,453 ",0,7
947,11/5/2020,13/05/2020,lmayfield37@weibo.com,Complete,Regular,$5 ,$942 ,0,3
948,11/11/2021,18/11/2021,kbrennenstuhl36@earthlink.net,Complete,Regular,$5 ,$99 ,0,6
949,28/04/2023,7/5/2023,jgrigolon1z@qq.com,Complete,Regular,$5 ,"$1,890 ",0,2
950,28/03/2023,6/4/2023,bdobney2@deviantart.com,Complete,Regular,$5 ,$66 ,0,1
951,23/09/2021,25/09/2021,kstyle33@nbcnews.com,Complete,Regular,$5 ,"$1,486 ",0,1
952,4/7/2020,17/07/2020,rmitchenson1a@mysql.com,Refund,Regular,$5 ,$755 ,1,6
953,21/11/2022,22/11/2022,kkuzma5h@meetup.com,Complete,Fast,$10 ,$809 ,0,2
954,6/10/2021,19/10/2021,frevely12@issuu.com,Refund,Regular,$5 ,"$1,887 ",1,6
955,7/1/2023,20/01/2023,tcoo6w@usnews.com,Refund,Regular,$5 ,$362 ,1,6
956,13/08/2020,19/08/2020,hdalglish23@cnet.com,Complete,Regular,$5 ,"$1,974 ",0,2
957,28/07/2022,3/8/2022,pderges3z@apache.org,Complete,Regular,$5 ,$111 ,0,7
958,29/05/2020,6/6/2020,hhesey66@constantcontact.com,Complete,Regular,$5 ,$342 ,0,1
959,29/03/2021,8/4/2021,ptangyew@gnu.org,Complete,Regular,$5 ,"$3,711 ",1,1
960,8/3/2021,15/03/2021,ahalsallt@cafepress.com,Complete,Regular,$5 ,$975 ,0,3
961,23/07/2020,26/07/2020,gcicci1s@networksolutions.com,Complete,Fast,$10 ,"$3,343 ",0,7
962,5/5/2021,15/05/2021,dbentick4x@yale.edu,Complete,Regular,$5 ,"$1,209 ",1,2
963,13/10/2022,18/10/2022,rbolland16@state.tx.us,Complete,Regular,$5 ,$149 ,0,5
964,22/09/2022,4/10/2022,wpollicatt11@uiuc.edu,Cancelled,Regular,$5 ,"$1,674 ",1,1
965,23/04/2021,2/5/2021,dbettertonj@tripod.com,Complete,Regular,$5 ,$889 ,0,2
966,22/10/2021,5/11/2021,owheatleys@free.fr,Cancelled,Regular,$5 ,"$1,848 ",1,2
967,22/10/2022,31/10/2022,wlait22@bloglovin.com,Complete,Regular,$5 ,"$2,199 ",0,1
968,19/12/2020,26/12/2020,rjacobsohn5l@discuz.net,Complete,Regular,$5 ,"$1,896 ",0,2
969,14/01/2023,23/01/2023,ashillito26@marketwatch.com,Complete,Regular,$5 ,"$1,057 ",0,7
970,27/06/2021,4/7/2021,qbowkerq@scribd.com,Complete,Regular,$5 ,$595 ,0,7
971,18/07/2020,24/07/2020,ssarjant35@va.gov,Complete,Regular,$5 ,$905 ,0,3
972,28/12/2021,30/12/2021,imacduffie3h@goodreads.com,Complete,Regular,$5 ,$655 ,0,7
973,8/9/2022,16/09/2022,awenderott48@hc360.com,Complete,Regular,$5 ,"$1,418 ",0,7
974,3/9/2020,8/9/2020,mboodell6k@smh.com.au,Complete,Regular,$5 ,$264 ,0,1
975,21/05/2021,29/05/2021,hpotapczuk1e@yandex.ru,Complete,Regular,$5 ,"$2,661 ",0,1
976,11/3/2021,18/03/2021,rbolland16@state.tx.us,Complete,Regular,$5 ,$619 ,0,3
977,9/9/2021,22/09/2021,blong5z@examiner.com,Cancelled,Regular,$5 ,$342 ,1,5
978,7/8/2020,13/08/2020,ddykins68@sciencedaily.com,Complete,Regular,$5 ,$328 ,0,1
979,18/02/2023,24/02/2023,atapton5v@dot.gov,Complete,Regular,$5 ,"$1,509 ",0,3
980,9/9/2020,20/09/2020,jpetrelluzzi43@ezinearticles.com,Cancelled,Regular,$5 ,"$1,821 ",1,4
981,24/03/2022,26/03/2022,jfillary3a@miitbeian.gov.cn,Complete,Fast,$10 ,$975 ,0,6
982,27/08/2021,30/08/2021,asillitoe1v@ucsd.edu,Complete,Regular,$5 ,"$2,036 ",0,7
983,23/04/2022,7/5/2022,fdechelle58@quantcast.com,Cancelled,Regular,$5 ,"$1,189 ",1,5
984,11/6/2021,23/06/2021,cmatiashvili1r@senate.gov,Refund,Regular,$5 ,$949 ,1,6
985,20/10/2021,3/11/2021,jniblo2h@walmart.com,Cancelled,Regular,$5 ,$38 ,1,1
986,29/04/2021,10/5/2021,rskinner6l@sbwire.com,Cancelled,Regular,$5 ,"$1,526 ",1,6
987,7/4/2023,16/04/2023,itomaini2g@usa.gov,Complete,Regular,$5 ,$577 ,0,2
988,3/9/2022,6/9/2022,mgunterg@loc.gov,Complete,Fast,$10 ,"$2,188 ",0,1
989,8/1/2023,16/01/2023,jstilgo67@homestead.com,Complete,Regular,$5 ,$392 ,0,2
990,8/4/2021,14/04/2021,jgilbert4c@eepurl.com,Complete,Regular,$5 ,"$3,355 ",0,5
991,9/2/2021,23/02/2021,rmccuthais1i@sciencedirect.com,Refund,Regular,$5 ,"$2,256 ",1,1
992,12/7/2021,16/07/2021,dbruggen5n@gizmodo.com,Complete,Regular,$5 ,"$1,462 ",0,1
993,22/01/2021,26/01/2021,efassmann6r@sohu.com,Complete,Regular,$5 ,$565 ,0,5
994,6/12/2022,7/12/2022,jasch2m@myspace.com,Complete,Fast,$10 ,"$1,119 ",0,7
995,27/10/2020,2/11/2020,wstukings1w@sourceforge.net,Complete,Regular,$5 ,$121 ,0,1
996,17/06/2022,1/7/2022,kvoules4v@unblog.fr,Cancelled,Regular,$5 ,$52 ,1,7
997,31/01/2021,2/2/2021,bborne3b@photobucket.com,Complete,Regular,$5 ,$365 ,0,7
998,1/7/2022,11/7/2022,hpotapczuk1e@yandex.ru,Complete,Regular,$5 ,$279 ,1,5
999,29/04/2022,13/05/2022,apirnie6@networkadvertising.org,Cancelled,Regular,$5 ,"$1,211 ",1,2
1000,2/2/2022,10/2/2022,gcrafts60@diigo.com,Complete,Regular,$5 ,$275 ,0,1
1001,30/07/2021,7/8/2021,jstilgo67@homestead.com,Complete,Regular,$5 ,"$1,336 ",0,7
1002,13/03/2021,24/03/2021,aleidecker29@army.mil,Cancelled,Regular,$5 ,$923 ,1,1
1003,4/10/2020,16/10/2020,cstammirs6q@google.com.au,Refund,Regular,$5 ,$310 ,1,7
1004,27/06/2022,28/06/2022,mwormell6p@typepad.com,Complete,Fast,$10 ,"$1,380 ",0,7
1005,5/4/2021,11/4/2021,rjacobsohn5l@discuz.net,Complete,Regular,$5 ,"$3,221 ",0,7
1006,29/06/2022,9/7/2022,ngreasley5@nsw.gov.au,Complete,Regular,$5 ,$671 ,1,7
1007,12/6/2021,15/06/2021,wfretwell5x@ask.com,Complete,Regular,$5 ,$637 ,0,7
1008,19/02/2022,2/3/2022,evasyuchov3c@gnu.org,Refund,Regular,$5 ,$206 ,1,1
1009,11/1/2023,24/01/2023,gdesaur2p@businesswire.com,Refund,Regular,$5 ,$251 ,1,3
1010,26/04/2022,6/5/2022,cmilne51@hugedomains.com,Complete,Regular,$5 ,"$1,258 ",1,6
1011,17/10/2021,24/10/2021,gteodoro4f@lulu.com,Complete,Regular,$5 ,"$1,638 ",0,7
1012,28/08/2020,31/08/2020,hpotapczuk1e@yandex.ru,Complete,Fast,$10 ,$52 ,0,6
1013,11/2/2021,22/02/2021,sjaycox6s@google.es,Cancelled,Regular,$5 ,$23 ,1,2
1014,5/6/2020,18/06/2020,egauthorpp38@tuttocitta.it,Cancelled,Regular,$5 ,"$2,696 ",1,7
1015,14/12/2021,25/12/2021,aharmson4j@reverbnation.com,Cancelled,Regular,$5 ,"$2,321 ",1,7
1016,10/11/2022,20/11/2022,ccordero1t@miibeian.gov.cn,Complete,Regular,$5 ,$387 ,1,7
1017,19/07/2021,1/8/2021,jsainsl@cnet.com,Cancelled,Regular,$5 ,"$1,097 ",1,1
1018,30/03/2023,5/4/2023,jniblo2h@walmart.com,Complete,Regular,$5 ,"$1,351 ",0,3
1019,12/7/2021,21/07/2021,lever3f@purevolume.com,Complete,Regular,$5 ,"$3,293 ",0,2
1020,6/4/2022,14/04/2022,awenderott48@hc360.com,Complete,Regular,$5 ,$305 ,0,1
1021,14/09/2021,27/09/2021,ssarjant35@va.gov,Cancelled,Regular,$5 ,"$2,605 ",1,1
1022,1/7/2020,7/7/2020,ddykins68@sciencedaily.com,Complete,Regular,$5 ,$16 ,0,2
1023,23/11/2020,30/11/2020,vsevin53@typepad.com,Complete,Regular,$5 ,$630 ,0,7
1024,16/05/2020,20/05/2020,fstallybrass4@blogger.com,Complete,Regular,$5 ,$769 ,0,1
1025,30/06/2020,5/7/2020,jtootin3p@youku.com,Complete,Regular,$5 ,$516 ,0,2
1026,8/9/2020,9/9/2020,blong5z@examiner.com,Complete,Fast,$10 ,"$1,514 ",0,1
1027,26/01/2023,5/2/2023,dpieche1k@wunderground.com,Complete,Regular,$5 ,$358 ,1,6
1028,17/01/2021,23/01/2021,gspatoni2e@foxnews.com,Complete,Regular,$5 ,"$1,565 ",0,5
1029,9/3/2022,17/03/2022,akochl32@pcworld.com,Complete,Regular,$5 ,"$2,173 ",0,1
1030,1/10/2021,8/10/2021,fgymblett6t@cisco.com,Complete,Regular,$5 ,"$1,784 ",0,7
1031,6/7/2020,16/07/2020,edodswell5k@google.fr,Complete,Regular,$5 ,$964 ,1,6
1032,5/7/2021,18/07/2021,gteodoro4f@lulu.com,Cancelled,Regular,$5 ,"$2,644 ",1,1
1033,19/08/2020,29/08/2020,jmcilenna5d@deliciousdays.com,Complete,Regular,$5 ,$541 ,1,5
